review_text,rating,actual_sentiment,predicted_lr,predicted_nb
Perfect solution to missing dryer knob.,5.0,Positive,Positive,Positive
Not only makes great coffee. it looks like a piece of art.,5.0,Positive,Positive,Positive
Fit the grates on my Frididaire gas range,5.0,Positive,Positive,Positive
Good for LG model DF9732ST,5.0,Positive,Positive,Positive
this fit perfect to replace a plastic one without a screen.,5.0,Positive,Positive,Positive
Fit perfectly and a great price!,5.0,Positive,Positive,Positive
I like the price per set although still pricey.,5.0,Positive,Positive,Positive
"Got this yesterday.  Very easy to set up.<br />One thing I want to note... I have several other bluetooth sensors in house, they all talk to the ThermoPlus App on my phone.  I was able to pare this ORIA sensor to the ThermoPlus app.",5.0,Positive,Positive,Positive
"I didn't realize the plastic fan was bent until I installed it, then it sounded like a deck of cards between a bike wheel since it was contacting the screws.<br /><br />I straightened it by hand as much as I could, however it is ever so slightly off balance which creates a slight low rumble when the fan's on.<br /><br />The fan is so loud anyway that I just didn't care enough to return it to fix the rumble. On the plus side, if a guest ever needs to have an aggressive #2 in the bathroom, the fan will certainly cover up any noise and clear out the room.",3.0,Neutral,Positive,Negative
Hay que cortarlo y dañe 2 pq no viene a la medida de la estufa de gas,1.0,Negative,Positive,Positive
It didnt reach all the way to suck up all dirt,2.0,Negative,Negative,Negative
Fit perfect for our new 24&#34; LG washer/dryer combo.,5.0,Positive,Positive,Positive
No more messing trying to get one filter out of the box.,5.0,Positive,Negative,Negative
"Late last year I moved into a very small appartment with no washer/drier hook up. I have a small eco washer that is great, and almost spins clothes dry, but it was winter and very humid. I didn't want my son to have to wear damp clothes to work. This dries the already nearly dry clothes in no time, in very little space, and it's just sipping the electricity in comparrison with my full size drier. It's really fantastic and will even dry jeans as long as it's not over loaded. It did stop working once, when we first got it, but it was just too hot. We let it rest a couple of hours and there's been no problem since. If you're single, or a very small family, or if you live in an RV or small place--you will NOT regret this buy.",5.0,Positive,Positive,Positive
I bought it for outdoor humidity and although it says indoor/outdoor humidity I was able to only get outdoor temp and not outdoor humidity,1.0,Negative,Negative,Positive
"The magnets in them are not very strong. I use them for my glass door, sometimes when I open or close the door they fall down.",2.0,Negative,Negative,Positive
All was good!,5.0,Positive,Positive,Positive
Works but d iui dnt come with adhesive.  But works great,5.0,Positive,Positive,Positive
I love both the look and quality of this ice maker.,5.0,Positive,Positive,Positive
This is an easy vent to install and clean. Keeps the air out.,5.0,Positive,Positive,Positive
Item was described as original GE part. Item that arrived was not an original GE part. Some cheapie knockoff part.,2.0,Negative,Positive,Positive
great for his coffee,5.0,Positive,Positive,Positive
"Photo distorted, size not right. Used duct tape to make it adhere.  Disappointed.",2.0,Negative,Negative,Negative
This certainly saves money.,5.0,Positive,Positive,Positive
"I love these for the sodas, I ordered some here a s directly from the company. I wish they would hold a full 12 pack for each one.",5.0,Positive,Positive,Positive
"Perfect fit, and way better price especially for a 3 pack vs. Frigidaire original filter price for 1.<br />Really like the handy reminder stickers for Month installed as a backup.",5.0,Positive,Positive,Positive
Works perfectly on my kitchen stove !!! Tightly sills that gap so nothing can fall between them. I highly recommend this item. I didn’t have to trim mines but they are easy to cut …,5.0,Positive,Positive,Positive
Exact part and easy to replace and received in adequate time. So happy that LA PARTS exists.,5.0,Positive,Positive,Positive
As good as the brand name. At a better price,5.0,Positive,Positive,Positive
"Got a broken one, tried every video fix, no luck. Amazon always does an amazing job at customer service and sent me a replacement. Hopefully this one works!",1.0,Negative,Positive,Positive
"I gave up trying to get these to work. They did not fit in my keurig, I felt like I had to force it in. Then my keurig screen said the item is not compatible. Thumbs down :(",1.0,Negative,Negative,Negative
"The inside of our Samsung fridge has been leaking icy water into the space under the deli tray for at least 2 years. We kept tongs and a face cloth next to the fridge (how attractive), used several times a day to mop up the water, or it would freeze and prevent the deli tray from opening. Recently, I went to pop out a shelf and it seemed to be stuck. Upon closer inspection, I saw ICE had formed in all of the shelf-holding slots. Very quickly, it got worse. Now there was ice protruding from all around the edges of the cover panel at the back, inside wall of the fridge. Then this plastic cover panel began to bulge out with more and more ice building up behind it. The last straw was when it became so cold from all of this ice that it started freezing my produce.  -And as a side note, this was not the only problem. When we pulled out the fridge, there was a dripping ice formation on the back, right under the connection box for the water filter/ice maker. We never connected the fridge to a water line, so there was no reason whatsoever for any water to exit that area, except that it was coming through from the mess under the deli tray inside the fridge. We came to find that this dripping water had begun to rot the plywood under the flooring.-  Anyway, I started looking at new fridges. My husband started looking on YouTube.  Everyone was using this little gadget.  A few bucks compared to about $3000 for a new fridge. We decided to try it. The process was not easy. Even with an oscillating heat fan running inside, it took a day to thaw enough ice to pry the panel off. And it was still ice packed in behind. That was the VERY hard part.  My husband removed the old drain clip and I put on this new one -  in about a minute.  At first, we had a small amount of water reappear in the deli tray and drip from the back. Must have been residual, as it stopped after two days. It has been a couple of months now, and we have no leaking water - inside or out - and zero ice inside the fridge. We couldn’t be happier! This little gadget bought me the time I need so that I can wait for my kitchen remodel to buy a new fridge - which will NOT be a Samsung.",5.0,Positive,Positive,Negative
"The original heating element lasted many years and was spot on as far as temp and no hot spots.  Bought this as a replacement after noticing the original looked a little disintegrated in one spot and shortly thereafter that spot broke in two.  From day one, temps on this replacement varied up to 50 degrees from temp set. As I needed my oven for a large gathering, I did not have the time to order a replacement, or I would have returned this in a heartbeat. I figured out the variances for each temp setting, and made a myself a chart.  Now it is less than a year and a half since I bought this thing, and it has just stopped working. I cannot recommend this heating element.",1.0,Negative,Negative,Negative
"PRODUCT RECEIVED, LIKE IT BUT IT HAS A DENT AND TO SCRATCHES ON IT....... TO MUCH MONWY FOR A DAMAGED ITEM.....",2.0,Negative,Negative,Negative
"Love this product, 30 minutes and I was back in business.  Great transaction.",5.0,Positive,Positive,Positive
These are awesome! Wish I knew about them long time ago! I just wipe them clean and replace at least once a month.<br /><br />***New Order Update***  I purchased using the buy again option and they arrived with several indents on the entire product. The 1st batch I bought were so smooth and clean looking. This new pack looks wrinkled. Posting the 1st pack I bought vs this new pack and you can see a difference.,1.0,Negative,Positive,Positive
Very good product Mach very well with my stove parts,5.0,Positive,Positive,Positive
I've been using the filters for several years now.  They work great and cost much less than the name brand that came with the refrigerator.  I've been very pleased with the service.,5.0,Positive,Positive,Positive
"Worked fine, please note product doesn't come with screws or tape, both had to be purchased separate. I had to cut the back off the vent because the one I replace was a flush vent and I didn't want to cut the hole larger. The back of the vent has an insert attached.",5.0,Positive,Positive,Positive
Fit right in as described! Our filter was way overdue for a change! I will purchase my next filter from this company again!,5.0,Positive,Positive,Positive
I’ve purchased a few of these.  They work fine.,5.0,Positive,Positive,Positive
Air filter in the refrigerator. Very easy to install & reasonably priced.,5.0,Positive,Positive,Positive
"This is how coffee should be done at home!! Really, really good. Love waking into kitchen with this working",5.0,Positive,Positive,Positive
Gave me the extra room I needed for an extend trip in the RV.,5.0,Positive,Positive,Positive
"Perfect...very quite and fits perfectly in the corner of our bedroom.<br />Plenty of room for storing salads, drinks and miscellaneous items.",5.0,Positive,Positive,Positive
The foils work better than another brand I've tried.,5.0,Positive,Negative,Positive
"The belt fit perfectly and other than having to disassemble the entire dryer to get to the belt it isn’t too difficult to replace BUT, the belt when warm from running reeks like marijuana! It stinks up the entire laundry room and makes the clothes smell as well.",2.0,Negative,Positive,Positive
We got this because our new fridge didn't come with an ice maker. This thing makes ice in 3 sizes and quickly too.  The 'dumping' of ice is a little loud so we turn it off at night.  The only thing that would make this better would be if it came in a crushed ice,4.0,Positive,Positive,Positive
Shipping was quick and item was correct,5.0,Positive,Positive,Positive
"My family loves the ice this produces. We use basic tap water and it makes great ""Sonic style"" ice. Great for drinks and munching on. The cleaning is a bit of a pain which is why I gave it a ease of use 4 star. But Its a GREAT product",5.0,Positive,Positive,Positive
You get the 4 filters in one box to replace your existing.  Don't be like me and buy 4 boxes thinking you only got one in each box.,5.0,Positive,Negative,Positive
"My first review for the Kalita paper (with Kalita dripper) was not very happy. Overall I thought it too small to make a big mug of coffee efficiently, and I ended up with coffee that was not sufficiently hot or strong. To get stronger coffee, I ground more coffee beans than usual, and used up my expensive beans much faster. I tried using 2 or 3 Kalita filters to slow the brewing time, but additional Kalita filters revealed an unacceptable paper taste.<br /><br />However, I love the pretty, glass Kalita dripper, so I experimented and FOUND A SOLUTION to balance prep time, heat loss, and coffee strength. I made two mugs of coffee, using same freshly ground beans and mugs and 205 degree water. Only the filters were different. I carefully squished a [[ASIN:B00WA6TGDE Melitta Cone Coffee Filters Natural Brown #4 (100 Count (Pack Of 3))]] into the Kalita dripper. It fit perfectly in contact with both sides and bottom. After prewarming with 205 degree water, I added freshly ground whole beans (using Peet's Sulawesi for those who want details) and poured the first water, also @205, watching the coffee bloom. (I love that moment.) After a minute, I slowly poured hot water through the grounds. The water did NOT rush through the Melitta as it did with the Kalita filter. It took its mellow time, and resulted in a PERFECT and still HOT mug of coffee. I give the Kalita dripper a 5 now, and the Kalita filters a 1. Hope this experiment helps other perfectionist coffee drinkers!",5.0,Positive,Positive,Positive
"(""That's what she said"")<br /><br />Very fast delivery and the part was as described. Purchased and installed in a Sears Kenmore 80 series washer - it is clear why these particular components fail since they are made out of plastic, but that is by design. Anyways, the boyfriend made short work of the repair. Here is all the information you need for this easy fix: […]<br />Do it yourself and save a lot of $$$$ on repairs. Skill factor = EASY. It took a half hour at most using 3 simple tools; flathead screwdriver, phillips screwdriver, and a socket driver.",5.0,Positive,Positive,Positive
Worked as designed.,3.0,Neutral,Positive,Positive
"I was concerned about receiving burning pans that were flimsy. These are not. The metal is the same thickness as the original pans. I haven't had to do clean up yet, but the price was reasonable enough, I'll probably toss these when they get too dirty and buy more:)",5.0,Positive,Positive,Positive
easy to install and it is so bright!,5.0,Positive,Positive,Positive
Fit great!,5.0,Positive,Positive,Positive
The filter was very easy to install and cheaper than retail!,5.0,Positive,Positive,Positive
This was the best vent I found and its made in the US. Great value and the company was a joy to work with when I had questions,5.0,Positive,Positive,Positive
"I use this to seal polyofelin bags for my homemade soap. It seals them completely, but does not cut off the excess. While that is not a huge deal, it would be more convenient. To get this feature you have to spend more money. It works well, especially for what I paid for it.",5.0,Positive,Positive,Positive
Exactly what i ordered,5.0,Positive,Positive,Positive
Melted on had to scape it off,1.0,Negative,Negative,Negative
These work wonderfully in my Maytag Gold Refrigerator,5.0,Positive,Positive,Positive
"Very easy to install, use and clean in my K-duo. I do not need to remove the individual k-cup insert to use this. Grind very finely for a flavorful cup of coffee. Not sure what the purpose of all the holes are abd the red rubber stopper. This is a keeper.",4.0,Positive,Positive,Positive
Very pleased with my purchase. Shipping was fast and on time. The filter works just as well as the GE brand and 3 cost the same as 1 GE product!,5.0,Positive,Positive,Positive
"Very glad to have found a GE compatible cartridge at such a great price.  So far, it's working our very well!",5.0,Positive,Positive,Positive
"Originally I got this for my Chemex, and it does an amazing job filtering my coffee grounds while letting through all those delicious oils that get soaked up in the paper filters. But since then, I've used it for all sorts of kitchen activities because I just haven't ever found a finer sieve than this! Without ever intending to, I made most of my sieves totally obsolete. Love this thing!",5.0,Positive,Positive,Positive
You will hear nothing. This thing is so quiet on it's highest setting. It does a great job of getting rid of the heat and any odor. I am only worried we will forget it is on one day.,5.0,Positive,Positive,Positive
Great price compared to the OEM ones!,4.0,Positive,Positive,Positive
Compact and Does the job like a big dryer. We have it in our fifth wheel with car hauler back end. The dryer is in the car hauler part of our fifth wheel. We have vented it with an indoor vent to help heat. The dryer stops and starts helping to loosen up the clothes for even drying and makes them wrinkle resistant. Love this dryer. The lint is easily removed. Unique indeed.,5.0,Positive,Positive,Positive
"Felt price was too high, but product more durable than other options.",4.0,Positive,Positive,Positive
Love the liners!  It was super amazing I received them only two days after I placed the order.  You are the best,5.0,Positive,Positive,Positive
"Works great, fit my dryer perfectly.",5.0,Positive,Positive,Positive
It was just as described.,5.0,Positive,Positive,Positive
Affordable and works the same as the high dollar one my Whirlpool refrigerator came with! I will definitely be ordering this again!,5.0,Positive,Positive,Positive
Easy to install- not much longevity depending on water quality. Lasts longer if you use distilled<br />Or purified water,5.0,Positive,Positive,Positive
They work great and the price is good but had to return. Make sure you get the one that fits your elements.,3.0,Neutral,Positive,Positive
first time user...made well ... do what is expected...would purchase again,5.0,Positive,Positive,Positive
"Product is new and perfect fit. Unfortunately, the extension tube to bypass the accumulator was missing from the box. Fortunately, I have lots of spare copper pieces.",4.0,Positive,Positive,Positive
"Easy to use, install, and not cumbersome",5.0,Positive,Positive,Positive
"looks to be a good quality build. worked like a charm. 5 loads this week. reviewed on  2-4-18<br />will update if it has a failure any time soon.<br /><br />update: got almost 9 monthes out or her before the impeller dropped off. motor still works so possibly it can be gorrila glued but i would have preffered doing something different with my saturday morning than tearing the washer apart so... down to 3 stars. not sure about warrenty, I will add a star if i get a new one in exchange.",3.0,Neutral,Positive,Positive
Great part.  Fits and works wonderfully,5.0,Positive,Positive,Positive
"these don't work very well in the Ekobrew.  I bought them because of getting grounds in my coffee with just the Ekobrew, but I still had coffee grounds in my cup using these.",2.0,Negative,Positive,Positive
This is absolutely good and for the price this is great,5.0,Positive,Positive,Positive
This refillable cup is supposed to fit into the single cup keurig coffee makers but it doesn't. I tried moving it around but it did not fit correctly no matter what I did. The only thing that happened was the cup would tilt inward and get stuck.<br />I had to carefully remove it as not damage my keurig. I am very upset about this and to make matters worse I am stuck with it because it is not eligible for return.,1.0,Negative,Negative,Negative
"My mom bought this ice machine on her account so that's why it won't show up as a verified purchase on my account. However, she bought this ice machine and we haven't even had it for a few months and it's already stopped working. I was so excited to get this machine because it was self cleaning and the lid lifts up for easy cleaning, the one thing about ice machines is they're so hard to clean and they get moldy under the ice baskets and everything so I was so excited to receive this machine!<br /> It worked for a while and then about a month ago it just stopped. I've run the self-cleaning cycle, I've tried everything ! when I click the ""on button""  the red light for the ""basket full"" turns on, even though no ice is being made and the basket's not full. I'm so disappointed and I would like a replacement.",1.0,Negative,Negative,Negative
Works great! Easy to install and still working well 6 months  later,5.0,Positive,Positive,Positive
This did not come with all the pieces. The piece that fit into the wall was missing had to tape it to the wall. The product was incomplete and the person putting it up for me wanna head and put it up with the missing piece. I had to pay him to put it up and it doesn’t even work and it’s stuck now onto my hoes the one end the other end there is no end to go onto the wall the pieces that were supposed to snap together one was missing,1.0,Negative,Negative,Negative
Worked as hoped - original valve stopped working. Everything as running as it should've but no water was making its way into the washing machine. Not a cheap part but this was one of the best prices out there. Fast shipping no worries. Got the machine back and washing again!,5.0,Positive,Positive,Positive
Filter fits perfectly as good as original without paying original manufacturer prices.  My water tastes great!  I know what to order when time comes.  Good product shipped fast. Thank you!,5.0,Positive,Positive,Positive
Does what it is supposed to do at good price,5.0,Positive,Positive,Positive
Llegó incompleto las dos veces que lo compre . No sirvió de nada la jarra sola por favor envíenme la pieza de batir la necesito,1.0,Negative,Positive,Positive
I love them. I have a gas stove and it’s so hard to clean but those are great and have saved me a lot of cleaning time.,5.0,Positive,Positive,Positive
Gets the job done right.  Good quality.,5.0,Positive,Positive,Positive
Color does not match,1.0,Negative,Positive,Positive
Value for the money.,5.0,Positive,Positive,Positive
"Amazon provides a site for finding your appliance's model number and schematics to insure you order the correct part.  My refrigerator is only 5 or 6 years old but the model wasn't in the program.  Luckily a friend located the model and part number on a used appliance site.  The site provided a part number and I used the number to order the shelf from Amazon.  Before ordering the correct part, I ordered 2 other shelves with similar look and measurement.  I'd given up on ever getting another shelf until my friend came up with the alternative parts website.  I hope the above model number will help others.",5.0,Positive,Positive,Positive
This combo is truly worth it for the price!,5.0,Positive,Positive,Positive
Was exactly as described. Easy to use with no chemical smell to it. Helped keep my humidifier cleaner longer.,5.0,Positive,Positive,Positive
Works as it should. Easy to install. Genuine whirlpool part. Price was decent. Slow shipping even with prime. Wife is happy!,4.0,Positive,Positive,Positive
Easy to install and clean,5.0,Positive,Positive,Positive
Shipping was fast.<br />Correct part.,5.0,Positive,Positive,Positive
I put them right to work! I have 4 Cuisnart coffee makers (2@ the office 1@ home and 1 in my Semi) and all were very quick to setup for use. Thank you!,5.0,Positive,Positive,Positive
"Lasted a few months ,still waiting to hear back from warrenty",1.0,Negative,Negative,Negative
Almost paid $38 from the manufacturer and got it here cheaper and it works better than before it broke honestly. Easy to take out and easy to install.,5.0,Positive,Positive,Positive
The first time when we bought the filter it's working pretty well and last 6 months.<br />However second time the filter seems to work like less than 2 month and the package looks old. It made us doubt if an used one was rebranded to resell.,3.0,Neutral,Neutral,Negative
Good value makes ice works great,5.0,Positive,Positive,Positive
Good thanks,5.0,Positive,Positive,Positive
"I've read that there are probably more than a 1000 which is nice and the fact that they are as cheap as they are for 1000 is a huge plus. Coffee tastes great and I love the fact that these filters aren't bleached with chlorine. Doesn't hurt to dampen prior to making the coffee either way. Excellent deal. I'd buy again, but with this many filters I may not need to for a very long time.",5.0,Positive,Positive,Positive
Simple to order and cheap alternative to the Kerrigan brand filters,5.0,Positive,Positive,Positive
Work well with my Tru machine.I can have any flavor coffee by using this reusable coffee cup and the filters ensure no sediment,5.0,Positive,Positive,Positive
"I bought an expensive Mr coffee pot for a Christmas gift, wasn't to happy when I found out it came without a filter. This was a good buy, it fits, easy to clean. Nobody has noticed a taste difference with water filters.",5.0,Positive,Positive,Positive
"The part was less expensive on Amazon than many other sources I checked, plus, I know Amazon backs its customers who want to return.  I was concerned that the instructions might be missing or unclear, or require tools I don't own.  WRONG! The instructions were super easy. The replacement took less than 10 minutes, and I loved my dishwasher once again!",5.0,Positive,Positive,Positive
It was for a friend. Fit well.,5.0,Positive,Positive,Positive
"Very sturdy, not like those other brands that say they are. Easy to clean to.",5.0,Positive,Positive,Positive
"Dryer was sometimes heating when it first started, but wouldn't start the flame again during the drying cycle. The thermal fuse and thermistor were fine (I didn't know until after I replaced them...). In the end, these gas solenoids fixed the issue. These were an exact match to the ones in the dryer.  The dryer has been working happily since I've replaced them.",5.0,Positive,Positive,Positive
"I live in a small apartment with a single kitchen sink. I put the dishwasher on the counter where I would have placed a dish rack. This machine is small but powerful.  I use it everyday, no leaks, no problems.  Wish I had bought it sooner.  It's quiet. The dishes are dry.  I despise washing dishes even if it's only a few and I think dishwashers clean better.  I'm able to wash my blender container and other dishes at the same time.  I use cascade gel and it works great.",5.0,Positive,Positive,Positive
"We have an old (50 years) nutone hood vent. They're so expensive to replace i decided to fix the fan (and lights) myself. the bracket was the right size and the fan fit the shoot. However the wiring was complicated, the plug wasn't the right shape and wasn't long enough to connect. so we ended up cutting off the plugs and wiring it manually. That being said, the fan works great and thankfully was compatible enough for a very old Nutone.",5.0,Positive,Positive,Positive
So far I like them.,5.0,Positive,Positive,Positive
I washed 4 regular cotton sweaters and placed 3 inside this blue bin contraption and 1 I let hang nearby. The cotton sweaters inside were of similar weight and had hoodies. The one that was hanging outside dried QUICKER than the 3 inside the blue bin after a 90 minute timer. I live in Tijuana Mexico and our moisture level was at 33% that day. This product did not work as expected and it really only helps mild cotton blends and spandex dry. Cotton and heavy cotton blends are too much.,1.0,Negative,Positive,Positive
This works so well hooks right on vacume and is very long flexible I can't belive how much lint build up I had,5.0,Positive,Positive,Positive
"The size is super compact, and great for small spaces. If you only have a few items to clean, or want to wash small items like baby clothes, then this is a nice alternative to going to the laundry mat<br />Dryer part is a bit more challenging because of finicky balancing, but overall this is a solid buy for the price.",4.0,Positive,Positive,Positive
Worked great and loved the price,5.0,Positive,Positive,Positive
Just what we needed...fits and works perfectly,5.0,Positive,Positive,Positive
"Worked well for about 18 months. I'd clean it regularly.  It stopped producing ice. All of the pieces move, but it doesn't draw up water anymore.  I think I'll choose another brand to purchase because I don't feel this should be dead already.",2.0,Negative,Negative,Negative
Great product and fits my dryer perfectly! Good quality.,5.0,Positive,Positive,Positive
I returned it. It is so small that it is good just for newborns clothes and one or two at the time! No worth it,2.0,Negative,Negative,Negative
"Starbucks doesn't see us in our robes anymore! Using their coffee and a frother in another review, we brew our morning cappuccinos at home. Simple to use with any finally ground coffee, even espresso.  Good flavor once you get the recipe right. Easy rinse, clean and use again.",5.0,Positive,Positive,Positive
"The part worked well enough before it broke, 6 months after installing. Was always louder than our original pulley, but I figured we got what we paid for at such an affordable price. In the end, one of the bearings must have broken, as it bounces around as if on a much thinner spoke.",2.0,Negative,Negative,Positive
It works like it is supposed to.,5.0,Positive,Positive,Positive
"This little machine is a life safer on the road in our little RV.  The set up instructions are on YouTube, no trip to the hardware store required.  At  Amazon you get the best price for the machine.",5.0,Positive,Positive,Positive
"These are poorly made, dont waste your money.",1.0,Negative,Negative,Negative
The filtered arrived on time and fit perfectly in the water system for the fridge.  Had looked locally for the filter but was 25% more at the big box store.,5.0,Positive,Positive,Positive
I would order them again,4.0,Positive,Positive,Positive
"This ice machine is super compact and fit perfectly in our small kitchen. We gave it a try and was shocked with how quickly it made ice! Within 20 minutes, the ice was ready (small cubes). It comes with the option to make small or large cubes. It's super quiet too. Definitely recommend!",5.0,Positive,Positive,Positive
"Great price, works very well! I really love the caraf size cup. Makes it so much easier when multiple people want coffee. Initially I had a keurig brand reusable coffee cup, I dropped the lid and it broke. This was a great, affordable replacement!",5.0,Positive,Positive,Positive
"Didn't fit my stove, had to return them. Sucks, because they were really nice. Too small for my GE Profile",4.0,Positive,Negative,Positive
This cap fit great!,5.0,Positive,Positive,Positive
Saved me a lot of money!!,5.0,Positive,Positive,Positive
I bought this machine twice and still no luck. If I could give it no stars I would! I receive different error codes during EVERY wash load. I thought that with the first washer going out in just a few months time it was just the unfortunate lemon. We didn't purchase a warranty so it was actually cheaper to replace it. Bought the exact same one and to our dismay it is still a piece of junk. I don't care how careful I load it my clothes become so entangled in each other that they are severely wrinkled and I have to shake out each article of clothing REALLY well before placing in the dryer and they still come out wrinkled. Do not waste your time or money on this set! I am now afraid to buy anything with the Whirpool name as their Customer service is a joke too!,1.0,Negative,Negative,Negative
Perfect coverage.  We cut them to fit our stove.,5.0,Positive,Positive,Positive
Covers top of dryer. Nice print. Great price! $5,5.0,Positive,Positive,Positive
"I wish I had purchased my refill cartridges from the manufacturer. Although the price was right and the install was easy, there is a horrible taste and smell of our “filtered” water- even after wasting more water than what was recommended. I am so disappointed! Lesson learned.",1.0,Negative,Negative,Positive
"Really Like this reusable filter cup. Less messy when using ground coffee. The disposable one are ok, but to have less mess and no waste....bonus filters for the filtered water were a plus.",5.0,Positive,Positive,Positive
"I love it! And the seller deserves five stars, too! They were nice enough to send me an email with product info and helpful hints. Only downside is the red and black ones are not dishwasher safe.",5.0,Positive,Positive,Positive
Dings on the door!  That's bull.,3.0,Neutral,Positive,Positive
Great while it worked. Died less than 3 months after purchase,1.0,Negative,Negative,Negative
This item BARELY covers the sides of the stove. It isn’t long enough at all.,3.0,Neutral,Negative,Positive
Makes the kitchen look cleaner. Keeps the mess contained and clean up is pitch the thing and get out a new one.,5.0,Positive,Positive,Positive
[[VIDEOID:f5938a9e5b560fe3dd1f48ddcbd29fad]] I like this little magnet because you just flick it back and forth to say clean or dirty.  It's super easy.  Now my family doesn't have to ask if they are clean when someone's opened the door of the dishwasher and the clean light turns off.,5.0,Positive,Positive,Positive
Convenience and coffee is hotter than with other brands.,5.0,Positive,Positive,Positive
"This is a high quality, great product to repair your older, worn, broken upper rack adjuster and rollers. Highly recommended.",5.0,Positive,Positive,Positive
Best price I have found for these filters and works the same as a Whirlpool.,5.0,Positive,Positive,Positive
Can’t beat this product! Works great so far!,5.0,Positive,Positive,Positive
"Perfect replacement part.  No complaints, will source this product again as replacements are needed.",5.0,Positive,Positive,Positive
I have long felt guilty about throwing away pods from my coffee maker. Now I can get a single cup with the coffee grounds of my choice without adding to the plastic in the environment.,5.0,Positive,Positive,Positive
"UPDATE! This particular prime choice in the $4.00 range was only one pad! I re-orderd the advertised 16 pads.<br /><br />Ordering my second set of these for viking and Thermador. They are perfect.  My first order of 8 was a couple years ago. They fit perfectly fine for my applications, just ran out.<br /><br /> If your family or housecleaners are unaware of the  tiny and somewhat fraqile rubber feet, they get ripped off or pulled out, especially after they age. This time I will put a small dab of RTV to solve the pulling out issue, but won't solve rough handling tearing. A hand held drill bit works well to clean out the glued in ones.<br /><br />It is really lame to give negative reviews because some reviewers' were a bit loose and they didnt bother to glue them.",5.0,Positive,Positive,Positive
"Easy to mount and fits our needs. Product is a bit flimsy, but I'm pretty sure it's supposed to be that way for it's purpose of allowing air to move through it.",4.0,Positive,Positive,Positive
I really like the simplicity of these racks.,5.0,Positive,Positive,Positive
just bought this as a part of the kitchen remodel. it is not installed yet but will update the review when it is.,5.0,Positive,Positive,Positive
"Very Poor quality -1y for shaft to wear and rattle loud now replacing again, didn't fit too, shaft too long, although says it fits my Frigidaire F44R21NGW1 part 5300158289. Had to alter panel to compensate shaft. Don't buy!",1.0,Negative,Negative,Negative
Love these. Works perfectly for my loose leaf tea! Super easy to clean!,5.0,Positive,Positive,Positive
"the flavor of the water is great, we love it.",5.0,Positive,Positive,Positive
"The ice is pretty wet and melts quickly. Nice to have extra ice on hand for a party, but not sure it's worth the counter space. Had some trouble. Company was quick to respond to make it right. Thank you. Great customer service.",5.0,Positive,Positive,Positive
"It's light weight, not loud but it vibrates a little as expected like any other washer. It is super easy to use and the clothes come out nice and clean. The washing tub can hold a pretty sizeable amount of clothes too.",5.0,Positive,Positive,Positive
"These have been fine for my toddlers room and various doors in the house. I love the glow in the dark feature. She has not been able to open the door, I have the smaller doorknobs, but I do worry about locking me out so I put a piece of tape over the center hole.",4.0,Positive,Positive,Positive
"Fixed my washer myself! Saved the $650 of the replacement washer I was thinking of getting. Thanks to u-tube video that showed how easy this was to replace.  I am a 70 yr old woman with arthritis and limited strength, so this is possible. You need these if your agitator top moves by itself in any direction. You may notice clothes not getting clean or finding clothes with holes that weren't there before (like the machine is &#34;eating&#34; them). These came marked as factory certified parts. I just ordered another set to have on hand.",5.0,Positive,Positive,Positive
Does the intended job.,4.0,Positive,Positive,Positive
"Did not make ice.  Had power but would not make the ice.  Did not provide prepaid shipping label for return, after several emails Amazon covered the cost, not the supplier.",1.0,Negative,Negative,Negative
"Unfortunately it broke as soon as we installed it in the clothes washer. The metal inside stripped. Luckily my husband combined the salvageable pieces from this &#34;new&#34; one and the old one to fix the washer.<br />Hopefully this was just a fluke, but it was disappointing for the part to break within its first wash.",1.0,Negative,Negative,Negative
"Works wonderfully and very easy to install. My washer would shake so bad that it couldn't get up to a high enough speed to properly remove moisture from clothes. This dramatically increased the dry time to 3 sometimes 4 hours and subsequently our electric bill. After installing the new suspension rods the washer runs smooth and quiet, and the dry time is back to a normal.",5.0,Positive,Positive,Positive
"Thought this was the bad part because the fridge would just shut down, unless you knocked it right where this is located. After having it happen one night and ruining a lot of food I looked up the part on an appliance parts web site. I decided to plug the part # into Amazon and see what happened. There it was for less and FREE shipping. I ordered it and it arrived on time, packed safely cushioned in its box.Unplug the fridge and remove the shroud housing the old one it making sure to keep track of the screw. Make note of the position of everything then replace exactly with the new one. I Put everything back and two months later not one shut down, everything works great. Very happy with part, order process  and price.<br /><br />Update 9/22/2016 Still have same fridge. Part is still working fine.",5.0,Positive,Positive,Positive
"Our Roper dryer sounded like it was about to come through the ceiling.  After taking it apart, I found one of the roller wheels had a flat spot.  After replacing both wheels, the tensioner and the belt, the dryer is much quieter.  It does have a weird sound, but I think that might be the wheels breaking in.",5.0,Positive,Positive,Positive
So far so good. The last time I bought the one with the metal and it lasted 5 or 6 months. This one seems to fit better going on. I'll update if it breaks anytime soon.,4.0,Positive,Positive,Negative
"Really love these. I purchased the clear ones, they match perfect with my counters and they do the job.",5.0,Positive,Positive,Positive
It fits perfectly.,5.0,Positive,Positive,Positive
Goes with coffee maker and is perfect!,5.0,Positive,Positive,Positive
It's perfect. Love the modern colors. And it doesn't detract from the clean look of the kitchen.,5.0,Positive,Positive,Positive
Bought this last year and still works great.,5.0,Positive,Positive,Positive
This is a genuine GE water filter and works great!,5.0,Positive,Positive,Positive
